unit,time,operational_setting_1,operational_setting_2,operational_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,RUL
99.0,60.0,0.6577829625365823,0.5701127109548881,0.03501190552826616,89.10509842295788,35.67124472732406,33.114846724780364,76.00885513135192,35.70100801781578,42.13779201857595,67.95711916803863,43.49595057560309,7.529020262157604,22.42240138200321,80.35720372172308,92.82721503097702,35.22591912078114,82.73514870874955,46.3489381426102
49.0,76.0,0.8166169234468198,0.7735483965092227,0.41181748802622486,93.38380632111803,87.6140891033405,6.948775773601734,55.31404158538964,8.715373145476013,80.05720211968948,35.67046574299857,30.973417506502344,89.02050638480257,43.05312125959772,39.97522478970165,15.064969912616387,4.82809389031501,49.42026157912021,27.336752368913743
26.0,54.0,0.07999862077669251,0.4840617989049639,0.2961223211891396,38.94461007125768,63.8761300582085,44.73019729541014,43.06687527924705,43.947546181443734,61.37586469477383,65.29679885497505,11.893320558497722,34.55843078549181,35.96797233002631,33.621539698073796,83.06494534837049,20.354190896139347,41.31252334669213,55.86340296660525
29.0,59.0,0.5040561674074566,0.701640529886101,0.4591192142604833,54.911515752755825,61.98831658655719,6.278151626326101,99.16360987348062,4.942477523563438,62.63763844079095,13.910302552939335,23.420862596972512,58.38709257055301,54.43733122351093,41.33880324451137,51.84655821848578,43.444227339427044,77.92220395896106,44.17364650793879
43.0,83.0,0.8133753343743277,0.4068832474341697,0.6725446715575368,28.426197517364738,58.94196938032283,32.26733267286668,4.679351783961316,5.655492004085039,91.51139750622008,74.58180706038368,69.09829617613498,88.63822286330063,75.2899354397837,0.12529401174820043,26.705376364435416,79.72269550105683,16.387757512843415,26.351551654615065
34.0,1.0,0.6836633822730478,0.7785877072549101,0.7728156441754742,62.77082456986102,33.275858537190494,96.2966813932203,49.9234199947653,72.48367805423396,54.60161365512391,26.603697392913496,45.47190633312304,24.312676040810356,68.76028419771018,14.871991517061723,95.83151007200887,85.9766764177906,72.83734503925876,108.78923351897333
4.0,29.0,0.11380647892283391,0.10819949509750715,0.029521713571698083,5.013587662114849,17.82091752942684,48.74352822689927,5.8360502469477,44.79055651730719,3.3363270031828263,4.0649699145056335,78.78803274497336,23.526878585935673,47.01896232821427,53.155424311959976,61.319997700486184,38.66676496744446,50.2576643430506,79.71305563798668
50.0,72.0,0.860817890082313,0.5217937777513966,0.5894664901345839,58.59448413537177,38.571750522135254,24.731765151780316,60.10255326488202,5.57811671916747,45.641957465961156,58.957491665118845,81.25812884845229,25.05077543636872,12.859057471880131,10.438468406893364,68.89296162224761,58.289936536117374,78.86587117368906,30.763925591633235
95.0,57.0,0.9894355295803673,0.6903086980616762,0.21306556127597287,40.44892685063532,22.768673417449182,91.82651048094517,75.64137764641046,54.778876019662434,75.5819293479125,20.011074180612088,69.84720380407565,58.394023721874035,19.456837022121075,64.9526800220804,71.71782667307369,96.01935027589946,2.3981957119619035,52.73019159516542
68.0,84.0,0.8522333770710194,0.6619574141122299,0.2246685204144243,89.25418407170585,68.65874443734613,14.078456003000872,86.91457334350942,56.64808983278306,20.48640621233242,71.23652164535098,5.746458153443113,9.711571099598693,18.97323268112101,23.705922660109913,92.16042295174165,63.49347767899803,63.78104297903443,22.67670794225733
51.0,34.0,0.5695097109871341,0.4414747747807257,0.5349613676729855,97.57408427106472,68.69453011343263,45.66654220990576,66.48057839536669,90.17648938486218,25.234703390813383,11.860202387361918,6.732192969531015,81.47350938393836,82.72874657193844,3.935284161608721,63.39938913207607,40.83792373174573,33.348346899842205,69.10063321069332
96.0,74.0,0.8555136822432055,0.5619489701802024,0.5550569682185644,49.97517573337284,58.913580981885815,75.78866367618218,3.440311929977713,55.899424442235144,22.87371764032765,99.32462366202846,90.36044921535935,80.9238689623646,25.16508966809987,9.58575820255787,97.11076282035688,52.243383260628704,67.45056905892432,32.84014442659743
88.0,77.0,0.43695757737382834,0.37106855029975894,0.22987887805431584,46.136055338992264,83.38074307294052,84.36612688933414,1.4752725417005674,75.43999925403277,62.69446313447732,50.438020838041375,77.88931495807877,9.141692455657557,47.034609096500745,23.59734931997822,13.375901800344215,22.67391831808514,10.131578250026918,32.30672834340127
67.0,25.0,0.22278246887606368,0.23579401660623078,0.015092384761200117,63.31443001158894,68.3262216499522,84.29165534617903,88.10354514663081,0.5105945065920214,97.66742240777006,19.82195551105177,90.01635549341187,2.3473254888763395,86.81027765670946,83.45810603494303,79.61808342169606,17.716288440411667,55.006178548917305,80.65971259841906
63.0,32.0,0.4806717368288781,0.77965723085287,0.24268010409210383,1.5118539012587195,90.5221410985552,84.99213443821473,36.97864633035891,98.51070383496736,43.58990643475137,20.754692147409237,53.20483512637142,28.58831424580657,58.634884221444395,41.24500269169248,99.4713708840398,37.66863528942527,54.609702403258595,71.48296306477678
62.0,17.0,0.3062869259663147,0.4076940342802702,0.5849355498715514,96.81662259404192,16.478926374899938,22.580290656224623,81.32355423610272,88.0157298505261,41.86923813567526,33.12026220740228,51.658079779126744,18.805413284888182,58.303202388536356,90.35477665782817,21.734135268859077,18.884525685969468,56.99102578810321,87.8329587371565
76.0,29.0,0.3826691814808656,0.2649839783679022,0.2596587729779818,87.09098014469625,79.41227506700932,72.66364505798748,21.649359743544338,3.262416693483028,18.77361804456149,38.67849999096862,52.52152284390529,99.78549492090085,34.98573454351739,26.395403438536967,20.634905886036435,7.357906538064995,78.94710530984051,79.85552084307889
91.0,22.0,0.8664118462804662,0.44336962206745234,0.7187443184719241,57.3016142879626,61.31404453060899,62.299118428194866,31.3448246726034,50.85521000378378,32.67109865341935,91.25806057801813,44.09222888411269,14.591202928596225,0.7784907105018779,38.92308161839067,2.0997949153817697,82.06241326740586,27.382763102127207,80.90032330911353
23.0,23.0,0.2630674230666177,0.17462649865761137,0.03604665220727232,41.393466873109354,84.01904011962719,96.62328950637688,82.40732552744868,8.979975604930313,93.9993832713959,61.12019522386466,85.14680707795608,6.789247975192425,16.124136414218437,24.836182185302558,39.308218167995115,76.7673333443325,0.2924734044487787,85.01248653580635
26.0,12.0,0.7032748825371756,0.49396849247663044,0.88852390014531,40.67286647292588,6.900647602880417,17.681361937249363,85.48591528499993,2.7534964561880093,43.86853779381222,57.97118280467583,70.96425468632268,7.4009379646235995,34.658714716138704,28.07193452072202,57.84724439578996,17.858733471440335,46.299927293704236,88.27025438766363
59.0,19.0,0.8814411341504108,0.4869376776596779,0.21560889707875475,7.057286383530236,46.13547229532996,42.17028890492396,66.18961409272312,31.573431709078616,53.27925342389034,85.4453283544018,66.70431657422314,32.71709654928976,39.104661675056796,71.30498108059561,73.84183743825137,72.1153594822416,71.19294701968569,82.9463942948368
91.0,94.0,0.6348235301958554,0.4387045514113389,0.6305515231851285,76.97976047568002,86.15103915341675,14.655594417117712,87.53058629650376,77.28516561598433,76.21128183043952,59.178512059328625,45.16099506135066,51.77269285195022,53.268541274747406,46.748822036528004,23.905368487745292,75.49310700710866,11.65933686446956,14.261898733500425
20.0,64.0,0.45271882184131296,0.3812750807609676,0.3070780085622573,54.766041454497014,86.67783905346039,85.83403299677397,28.401354699715153,11.747693258770841,13.624438852604781,16.76664844864214,7.150260707285028,85.92725667461724,77.46733380025891,78.62430940905543,22.44227182492484,4.590652400068129,54.6667975944984,40.06422590222943
92.0,68.0,0.18857035920975107,0.9005362726725951,0.051888581615676665,86.3330197486539,93.35928006245643,51.00946017445453,71.88274143365302,19.512197143959675,13.190861275840394,92.18630600256242,97.76450239977802,63.80506122725843,0.4789536174748976,9.767782542271863,31.837219300975484,85.6041110950605,28.38419726518654,33.823048032782225
20.0,48.0,0.09509767494755661,0.2805627820147485,0.7404023573864074,30.516143697839127,87.22234791329294,85.67156606363669,81.20171486973699,32.74009364601105,24.335902167780443,39.102288428486695,72.71123590016866,57.76237572263393,88.134395039587,28.000402508232934,21.593693384277714,27.54113624903495,98.37931352955968,61.73190294124589
68.0,52.0,0.7948507305774307,0.2951340194554597,0.44208467208023183,71.04406262316591,29.31075165132595,70.43377989891623,27.72506089812712,15.601193402294166,16.17474142076667,92.58531821010781,73.93131215528518,17.91319507952863,11.305964970543336,21.041937935894374,7.324820359775308,95.0798861131245,64.31004338031026,50.6436874759093
21.0,71.0,0.3947577874103566,0.5912576186035565,0.3193810616718874,82.35321247589636,50.24556658540331,34.83463402735977,69.83675811595307,87.84560974119437,53.04299865204381,35.14285585829585,75.85704187776804,57.65334153312941,58.72687538486871,54.84059734924297,79.5596442097854,98.2420071450006,22.16198049590965,38.00352838366552
58.0,42.0,0.3369463549250161,0.36871106993098834,0.9367370947201171,35.7439050189884,58.224828560099205,93.63896684498172,5.309286180647033,27.42424624769232,52.95726277272927,37.72105199732538,36.06834817695499,29.724406321329177,67.8162121692486,40.73686278928776,4.835363343651988,66.01571768039676,73.18357653174549,66.70340204051438
3.0,63.0,0.04647644202158763,0.9072894749096797,0.6680302544873098,51.15944136749933,86.40026026123036,82.33553709533425,81.99391039198457,43.34995069759281,45.3671042058015,36.97528242897942,66.75084838394064,63.59756695784876,21.900190937395912,91.4507734105762,46.85523168054972,30.263848513380342,32.759464621433885,43.14562250444878
41.0,86.0,0.8400603665026649,0.29064878215190704,0.15102932509937594,61.212915907002994,16.519983046750063,47.006009425430506,13.869770933281744,11.266892287082165,87.78108789832245,60.580834607560654,57.85020975438966,41.668579632759595,33.68994132101574,41.66806879482208,4.389939517579244,71.20847837548459,62.04423889292071,22.70746367018873
59.0,72.0,0.2940036756704796,0.8146928190759924,0.500118388680546,53.09489112912483,24.39580453639939,11.128335177220016,6.532827450037315,12.59015288856845,73.63035873469937,18.9680017338406,22.714783690772556,3.0745189833989883,16.135503431107544,55.537039689266656,2.904941436934916,83.97221451644741,11.563172927332587,35.7843039154198
44.0,52.0,0.04530076368788538,0.6935419378869028,0.030856151480801897,69.07302750412887,82.98862454137517,59.71722983586466,45.884729620190924,36.01386901403869,33.885025239769696,38.292482937286785,64.02064949593763,54.72522478801537,25.80677340797035,82.23979521870751,29.9470122208079,93.15264681159626,46.68021891026961,54.539923907410795
64.0,67.0,0.12317911519915925,0.4830679086617645,0.6026396160221783,33.5176258942673,20.509042407573062,49.82052679466178,6.326439501849935,86.8629192887554,77.60564317835326,22.332809848189328,30.841888634509772,18.886774119002403,43.92652013207786,44.27628997116185,13.755005099797991,87.79674076481535,70.23237603768358,38.14922524917083
13.0,56.0,0.3157923593303589,0.46750098045212396,0.781158476115792,25.61620831936272,87.75646569220474,58.48189449581931,37.34560631906606,20.778452394668868,0.05440094637682025,29.718129043168307,74.03847931919326,56.11393605904136,43.48665142948307,39.34916982730369,68.81945282939964,64.85230790691459,21.722953271737566,47.85772781898507
92.0,3.0,0.12727117122289888,0.9406622544203879,0.7847899380018247,13.402997408608986,17.985811147378506,6.693652134322148,77.38475718511832,33.844356168820674,78.53912136620599,67.64650629278022,91.07445132182715,15.92847975545455,26.5449413205198,73.10852185332318,79.70942428362243,34.833435431222625,34.12854768537266,101.1481480539194
2.0,13.0,0.9937307290336033,0.9029832830952559,0.3609084485832029,41.49816910494021,34.159478260970985,87.46511224234392,1.4357816423042014,84.59393482827716,1.7155392393250035,49.48580150003106,46.36947497184488,81.70781311991674,96.42659607379383,84.36764087844078,57.61282912962471,97.04654122136954,12.511140139056254,90.68599246583985
18.0,63.0,0.7594402270518099,0.6579930241443801,0.8790649898159815,61.90741555704301,77.13929687821867,33.980503950306684,53.10945877674785,35.28641912539726,86.71978144924084,44.5294693688984,48.627740979794844,4.315371056749894,72.4849574727316,60.07685467291892,19.513563866853534,64.24770837891636,43.16474085420763,37.093055321134784
59.0,4.0,0.9400169051892927,0.3304759867345437,0.036212180178170406,11.820635606676966,62.998532171102774,13.049577068799378,23.217852548428464,77.73476183586982,4.929019385255895,2.1087869773829704,72.94783592986914,37.94236067141289,38.69081138493408,57.64261595145081,88.86434061236838,62.423874964286426,96.65958210362356,100.95789894356678
54.0,50.0,0.5677025418572637,0.3034481039910535,0.9878341190422806,3.130049578270855,11.592844915082011,79.8079278341277,4.768169670944278,79.67975650803383,71.59025081713935,45.588120847543934,82.93414858431895,83.47856033141201,89.09305756662299,63.68899451738219,15.163792634120533,6.156822849058807,30.50141225606139,54.82631054622792
47.0,76.0,0.07075414837124006,0.3316193737578996,0.10684965611121955,20.69208103586374,17.294994368853956,96.31506711350526,5.885150310273923,63.99306942274229,25.349796990793894,81.24519636419159,62.87098326932542,33.275658715593494,1.436573935170271,95.19214495414575,50.68760874211954,54.95998951242235,27.793687854073045,24.978943008243377
94.0,35.0,0.8370200534686121,0.1263132041119761,0.2065697157185431,8.308291120880696,60.338054745615146,52.732848349874686,64.3339099362857,35.306379182570524,33.68479645987343,68.16713967557303,39.73711883840423,68.84389636490307,93.87930178346923,13.514638369347177,26.145177789336483,38.64758502246144,77.59419285346353,73.6093860947687
9.0,24.0,0.2744594899426728,0.15229949573316848,0.8637342021636166,41.602595373075225,92.94183948809514,67.41126724425824,58.25178297237799,58.91362863745808,88.9618939586494,76.33781318223389,99.20256365457777,0.0932069228193999,90.80283627786906,66.55247392721374,32.794551492149026,35.750591072619656,10.956273992783661,83.63567617293398
70.0,95.0,0.5159699699851511,0.5696683064692729,0.4545091246315607,98.40295119550088,29.31672450344506,64.61995522483718,44.53728351884675,63.98715164341942,89.11560841664141,38.71114037853356,15.157393864580083,3.316893498553408,37.64564091290098,88.54696705350968,49.035060782221265,95.19621346656024,5.452507136909157,14.593218870730249
87.0,45.0,0.5124184777745043,0.019056438385468444,0.6202678086674321,93.84230327273934,2.878542581839605,67.12942267314624,29.84379095104338,24.751205295537126,4.160020507976936,9.613080917223948,1.0436460766626077,78.17044316014811,23.366571904953194,71.05566276420848,56.05757126797312,78.30494460585086,23.601623405461336,60.618292883868996
38.0,70.0,0.35179391657315473,0.9843032873263927,0.11568985002922627,30.002645038539978,62.13937190753628,85.21621764387824,55.44682703951812,76.54032029346152,18.351988723259904,38.19787234642929,48.94558278919779,16.043671964580362,91.1291743119029,60.111656408338064,98.2784828586898,5.587811131828058,97.03819780436608,35.54124459673223
55.0,74.0,0.29355906138831134,0.8992052619550851,0.38654666901732626,5.4186114656494695,20.43365549719709,20.085183961537854,35.54680683425452,71.05931360221854,24.391010440230875,18.86518764773776,91.57559456504735,78.69339469735846,9.952594760704581,85.80135202022043,97.32393793162832,82.31114925025994,74.5233278857905,26.914754854659538
47.0,6.0,0.15173115350588595,0.4562210546586484,0.4369674299413854,17.716249371139913,40.821616064094236,21.03270100959287,4.400086544676607,64.73476230188271,99.15385444153033,97.35407399218289,85.08575918193434,47.19191574210174,78.87595532637899,77.98612007216322,49.05697589117276,19.61074767336998,50.79832860718129,99.26303760932488
28.0,16.0,0.16660503457647546,0.07896424230183507,0.3191946532050034,55.06666273244195,47.51922156049745,30.462636632730234,24.632274902564653,33.277687844025884,31.130853705634276,71.63175919218664,54.63613917700063,71.33595545477299,68.04755957332779,21.429958996504094,96.01124343226078,38.49520973932686,59.984491034408386,90.28999123343506
76.0,20.0,0.8027026413789168,0.7656127058660478,0.6289026834014979,25.945667213224887,5.448970248145746,39.708487100259916,39.34363326450623,48.9545018681502,92.91827320500371,28.6755631003647,61.65231330763164,86.8536141772045,11.638557476269584,98.57421014228522,24.583717999341147,28.458167045111527,49.159360022326716,81.47511089445858
50.0,69.0,0.32342379785453934,0.7860691557370766,0.6996889245923659,96.54282132495716,24.121844783973522,26.955491977899403,40.425115206585275,57.03197296543272,0.8244539181981536,45.54432958011726,86.64931345748691,50.881040665492804,78.1770327536423,71.14435811195968,56.13204509178276,37.39441620111549,54.06968707076647,35.2202661846203
30.0,4.0,0.983307332863736,0.10203822925173611,0.09822778844746782,94.9185916306299,90.12251191173772,88.23718597562639,60.65565312361447,90.54040190180729,71.35330586444022,19.635414859435496,70.56220955666981,36.362866090890954,52.12203187026589,93.01979863593566,26.423335113688495,13.41389524442218,58.34915800360408,96.51958326260161
37.0,94.0,0.31678724258749746,0.5784077225826331,0.36477919971237194,59.62204601517135,27.003589809367412,30.55410447800847,10.546571722874209,8.345774750543066,91.33950362653016,43.290819881039944,16.422691430970293,37.53547844901506,24.901748009627045,56.37396278286293,48.42001909710545,69.8422923187528,29.39811558643838,8.692592062133361
35.0,57.0,0.260978344208901,0.2830417407672454,0.9909008850497327,23.157207704520033,99.65273053257536,29.740953381143242,83.79370251442559,64.5670485313661,64.92760433670391,22.902480026985618,36.23714739084597,3.0496942225514356,77.09992020909354,28.203924927679537,79.20512051995037,37.62859702783648,54.13813458744193,50.03832913101758
61.0,14.0,0.503960343633942,0.013544810481073255,0.7022089871153758,19.70015425395705,44.22278128760006,84.79976252448488,44.64697103592743,61.73065804176484,15.725231436017406,53.604683274955,0.5336942657319876,99.4349055596295,68.56137004696282,60.00104762029033,56.14314796276513,17.208899564689883,92.27425320024398,87.3998801627773
43.0,25.0,0.08747335892574382,0.3328429698698331,0.8677169668567393,26.408282556771535,46.87514013142435,32.34785192093147,43.04268905381512,51.27732785612695,23.081304256235946,13.065711615054,1.7517325759762281,17.257183026352507,64.31856908365963,24.239646278387372,33.55559976638619,37.62247504516103,98.37761626221919,82.71826725330735
31.0,39.0,0.8270139965124281,0.9754884294585616,0.42396123852201895,80.08693676250599,87.5249736956595,1.141972536956537,45.10501500454822,64.36667649143874,51.906845688566335,75.50790118595626,15.352446831183775,26.95315341930241,75.69497924477247,61.4922099148045,27.640196205430744,8.490558824311446,68.49527450589495,63.241569041235046
59.0,54.0,0.9855979029242581,0.4954731400484381,0.6149318295888961,40.563122725614576,22.44287182638548,44.38528019568655,67.6049695332134,24.02870858667483,4.200057012318814,46.800571387447064,66.64791140550905,5.3919882528461915,42.9263297792951,1.3183539898970476,11.039691266406704,8.319499947335874,97.16878815102511,50.03180284429772
38.0,83.0,0.6883247530016868,0.4750512906403277,0.8670373845316699,0.2462982639537148,76.4922772593708,77.67689775314464,7.298792917433994,58.846823941773444,36.979667888746704,40.89034928068761,96.35550032418011,16.4397041985188,34.511570470331385,63.065903007531574,23.341249992925416,14.24131012156572,15.837187109496497,23.297004641567035
79.0,73.0,0.49493852073938316,0.34742485049876504,0.7216312574283829,63.58874762897296,62.36724663369447,34.719358777934886,65.12660259958815,15.517689092459575,84.9646610439238,98.43355218527716,34.20274699081144,42.44504026203493,2.178803626351633,92.7702860155242,80.91752517171948,88.53420908457599,92.35171836904222,36.9938889124316
82.0,65.0,0.9723078672676765,0.8739140379124815,0.0023917490360829685,34.59249312233648,24.22120511376119,8.666849622922424,71.40456848996483,82.57287306435947,18.623637508666313,84.77911458138509,82.60482900154021,57.73514238688473,83.19691202377251,18.208982592525047,64.20816316256939,39.83926301494287,14.554010976544895,44.117044540852355
27.0,1.0,0.6769360996632531,0.6765604703520383,0.1608502458696186,68.22246646437819,53.283563546028624,19.510470393533762,43.904410843764985,65.62469171543594,51.62818351709061,68.77372519452618,38.18087994857326,75.45039851646716,85.70605172658145,38.54249082120115,15.657235343014552,99.26374981060084,15.194635535523371,104.26165317877488
18.0,27.0,0.3525845039711446,0.3717395289467378,0.4515865168928028,67.71272901945011,24.197498769697713,63.324566362798784,89.47535249711726,14.69192218020573,72.1019415148697,20.225197260418547,33.75253242328684,63.151117046612804,88.59405624150035,17.060187072909372,59.5974749083933,25.838243158206552,52.059053816096736,77.90433545744982
73.0,73.0,0.8361913850360219,0.9226976196447597,0.9968511401538614,2.835140764420785,14.911031970098277,30.492012141207635,7.712037287148032,64.43475455988317,81.87680098490416,37.41053719056278,60.824499261568576,14.26961326428472,93.55658147496567,56.750649562169265,74.08529758900912,65.05811317313352,14.07957954172373,35.03533936518034
28.0,38.0,0.8109366693252518,0.6820303975774571,0.3937005475310481,73.87264070804692,67.45516612485251,83.14113643257755,11.922669775623962,84.14470573483253,55.36970296698074,67.05705812583663,24.943181149407355,20.22198838220566,20.501892890219253,38.93872808444401,49.234299611629254,50.76230925158747,34.17263613679917,67.5530492614669
68.0,40.0,0.28751298420636406,0.4702826408167229,0.880621411909187,14.002730205279102,60.236520626380965,76.50801447703026,76.62453737594348,64.80797385369414,34.88529913051865,2.5614818101347248,28.900617201981426,67.74520698594824,45.3166357128913,93.57904247137117,46.24746623685281,9.88450621866248,60.247454820651484,66.10889147971238
79.0,23.0,0.9385230565874759,0.997930547086402,0.08340275398323971,43.50425049020712,41.832757522578476,87.8274018203087,27.126161628168266,37.15711052640582,80.68549360940625,97.73548487296225,50.94396779929398,13.806521710646013,86.98981978105155,49.284132424330195,38.488220538713925,80.19055542732616,66.0086203747589,80.62947495408484
93.0,9.0,0.9702632851420512,0.5707871060691722,0.4305473223546693,35.90006998269971,15.28616701075377,15.618088753795945,5.984798531569591,22.698173658148225,63.18750839758249,91.26362754520062,15.289565065290066,21.739900642385045,20.322936659520153,61.226940066571046,67.31761582618303,56.771591105075615,40.3473795594965,99.0267502873742
80.0,1.0,0.667307863481127,0.15997432568483083,0.10886497514190852,35.581903146398574,70.014707487592,35.30566880016085,61.18417932330075,20.638271740887404,93.15822223525514,9.860333397819886,11.497738789591638,0.6771686428578727,16.448051229662674,21.207832074354314,4.767112602598733,53.90983520192263,14.557702865414191,103.51551814705876
78.0,27.0,0.15626239110968565,0.8499766781970705,0.8248548643273583,65.98181090096696,79.36406253017394,21.46177555247354,38.27950529589281,26.965545469916353,42.04555035630846,24.73652644002855,36.4216988040797,74.17295649384884,9.970811901011956,35.5699675212218,6.90388236412538,65.42551592998169,7.405748633438824,74.35740428985171
72.0,55.0,0.5011730551046949,0.08181085316977388,0.2265963511844974,65.20591791770089,86.9219303551209,65.8828806142866,69.20332022803223,79.43781534492396,75.80050483984267,78.33145268464024,60.294021246528395,16.03887378901544,34.163575072905395,57.4590303543855,55.02923547438865,63.29688763674226,41.430366203214305,53.92344267710836
27.0,40.0,0.11419140589570742,0.08023432901474137,0.3164129935810569,21.03877987654461,79.78135710623279,12.058535013819727,66.78925243794411,60.70728403547759,72.57307208947392,43.93674097450846,87.4325892901392,45.766435436068576,29.41316427482452,97.87783067310802,20.37008514975609,99.34892976433342,62.07052869529037,69.20550836762747
32.0,84.0,0.22193777838746154,0.35457422091267066,0.81509030917935,99.00383913776861,82.22434028112738,64.075184297727,14.061323165122008,76.98975884676517,28.125856822875427,85.7905406265342,32.9759858863092,22.741820441670246,44.62048999079327,72.30199726405463,58.55605232391735,91.7399477916151,99.05846156877556,24.820756120347355
57.0,37.0,0.22351145246885218,0.028460124929151287,0.42093207634500973,32.76852396057402,41.17820553483814,88.66550498836709,50.703611052845744,27.559799560204045,47.519019553922725,59.831558722358636,85.11718720364692,42.44357763609331,11.894505400049216,51.518277633019885,84.05286806322698,25.363662875409165,29.645352508146537,66.84453118719149
80.0,61.0,0.7580832529224626,0.06389845429984697,0.1560659098350179,33.94744791262752,26.44250940418639,24.65293991340363,32.802484674047705,40.994341557377346,45.63960290926088,67.12186339032522,39.85435852558874,94.1031301829286,68.76216942710272,73.7474670596961,74.44251192838041,99.62835908186415,34.482158809358374,48.38897385892045
57.0,40.0,0.09586278333245901,0.008160139896262408,0.24741466460482797,91.56101996297066,7.880136639228674,73.90117704050402,42.7442045899234,22.95786190017244,74.45658149562038,73.15308153179588,69.13341145541133,15.848289532582239,45.864252382728466,16.18888603024262,42.23062881992333,16.870359548146862,58.73119445081354,63.88742079665566
15.0,6.0,0.21178070199492438,0.14235563901045745,0.004815507133289265,17.65779806949054,49.011005506003414,51.86299938665846,52.525888279595065,11.885043750905632,51.32873907238314,33.987096997271436,35.4049587850541,44.861432848645386,78.91208959094172,6.235889521019622,51.87494278620222,24.03869132937394,42.53447407392124,98.97833596300049
60.0,78.0,0.865393645406798,0.5328029532478683,0.10940674320002985,39.46906434675002,95.50064154961572,6.566883897642695,7.057664007464071,83.72177195784249,48.435318910904456,68.7184970323041,99.2260016569745,59.44746738579361,91.01834899414905,22.076262661797962,40.45081975447974,20.200468729612176,67.09567644738102,26.044241958572385
25.0,36.0,0.3298810648687528,0.7941488064272741,0.7917953900777976,41.35412018352766,74.36877763242555,68.12505281552836,59.53412759221863,55.19017940774151,58.56805923689456,82.40718242724576,60.79516576761187,96.46557914364267,88.68726901408766,43.75896477405217,90.50660766948876,22.990455569967217,11.097439363894178,68.33253652274759
